1	1	1	0.132
2	17	1	-0.134
3	51	2	-0.203
4	46	2	0.011
5	45	2	0.14
6	44	2	-0.226
7	43	1	-0.139
8	5	1	0.216
9	6	1	0.052
10	25	2	0.081
11	22	1	0.471
12	14	1	0.158
13	20	2	-0.086
14	7	2	-0.094
15	32	2	-0.082
16	24	1	-0.194
17	9	3	-0.026
18	8	3	0.223
19	49	3	0.081
20	33	3	0.016
21	29	3	0.165
22	23	3	-0.319
23	16	3	-0.167
24	15	3	-0.076
