1	17	51	46	45	44	43	5	6	25	22	14	20	7	32	24	9	8	49	33	29	23	16	15
0.5537749242	-1.107549848	-0.2768874621	1.38443731	1.38443731	-1.107549848	-1.938212235	0.5537749242	-0.2768874621	-1.107549848	1.38443731	0.5537749242	0.5537749242	-0.2768874621	-0.2768874621	-1.107549848	-0.2768874621	1.38443731	0.5537749242	0.5537749242	1.38443731	-1.107549848	-1.107549848	-0.2768874621
1.706269046	0.3852865587	-0.4953684327	-0.4953684327	-0.05504093696	-1.376023424	0.3852865587	1.706269046	0.3852865587	1.706269046	2.146596542	0.3852865587	-0.05504093696	-0.4953684327	-0.4953684327	-0.4953684327	0.8256140545	-0.4953684327	-0.9356959284	-0.9356959284	-0.4953684327	-1.376023424	-0.9356959284	-0.4953684327
0.5112373581	-0.5112373581	-0.5112373581	-0.5112373581	0.5112373581	-0.5112373581	-0.5112373581	1.533712074	0.5112373581	-0.5112373581	3.578661507	0.5112373581	-0.5112373581	-0.5112373581	-0.5112373581	-0.5112373581	-0.5112373581	1.533712074	-0.5112373581	-0.5112373581	-0.5112373581	-0.5112373581	-0.5112373581	-0.5112373581
-0.6854494161	-0.6854494161	-0.6854494161	-0.6854494161	0.02980214853	-0.6854494161	0.02980214853	1.460305278	0.7450537132	1.460305278	2.890808407	0.7450537132	-0.6854494161	-0.6854494161	-0.6854494161	-1.400700981	-0.6854494161	0.02980214853	0.02980214853	0.02980214853	1.460305278	-0.6854494161	-0.6854494161	0.02980214853
1.134284889	-0.8822215805	-0.8822215805	1.134284889	1.134284889	-0.8822215805	-0.8822215805	-0.8822215805	-0.8822215805	-0.8822215805	2.142538124	1.134284889	-0.8822215805	0.1260316544	-0.8822215805	-0.8822215805	-0.8822215805	1.134284889	1.134284889	0.1260316544	1.134284889	-0.8822215805	0.1260316544	0.1260316544
1.528165177	-0.1018776785	-0.1018776785	-0.1018776785	1.528165177	-0.9168991063	-0.1018776785	1.528165177	-0.1018776785	2.343186605	0.7131437493	-0.1018776785	-0.9168991063	-0.9168991063	-0.9168991063	-1.731920534	-0.1018776785	0.7131437493	0.7131437493	-0.1018776785	-0.1018776785	-0.9168991063	-0.9168991063	-0.9168991063
-1.170909206	-1.170909206	-1.170909206	-0.4854989391	0.1999113279	-0.4854989391	-0.4854989391	0.8853215948	-0.4854989391	0.8853215948	2.256142129	0.1999113279	-0.4854989391	-0.4854989391	-0.4854989391	0.1999113279	0.1999113279	0.8853215948	0.8853215948	0.8853215948	2.256142129	-1.170909206	-1.170909206	-0.4854989391
-0.7131437493	-0.7131437493	-1.528165177	-0.7131437493	0.9168991063	0.9168991063	0.1018776785	0.1018776785	0.1018776785	-0.7131437493	1.731920534	1.731920534	0.1018776785	0.9168991063	-0.7131437493	0.1018776785	0.9168991063	0.9168991063	0.1018776785	0.1018776785	-1.528165177	-2.343186605	0.1018776785	0.1018776785
0.6987185035	-0.2329061678	-0.2329061678	-0.2329061678	0.6987185035	-1.164530839	-0.2329061678	0.6987185035	0.6987185035	0.6987185035	1.630343175	0.6987185035	-0.2329061678	-1.164530839	-1.164530839	-0.2329061678	1.630343175	1.630343175	-0.2329061678	0.6987185035	-0.2329061678	-2.096155511	-1.164530839	-1.164530839
1.2230842	-0.6115420998	-1.52885525	0.3057710499	-0.6115420998	-0.6115420998	1.2230842	2.140397349	2.140397349	0.3057710499	-0.6115420998	0.3057710499	-1.52885525	-0.6115420998	0.3057710499	-0.6115420998	-0.6115420998	-0.6115420998	0.3057710499	-0.6115420998	1.2230842	-0.6115420998	-0.6115420998	0.3057710499
-0.2801896156	-0.2801896156	-0.7974627522	-0.7974627522	0.2370835209	-1.314735889	-1.832009025	0.2370835209	-0.2801896156	-0.2801896156	2.306176067	-0.2801896156	0.7543566575	0.7543566575	1.271629794	-1.314735889	-0.7974627522	1.788902931	1.271629794	0.2370835209	0.2370835209	-0.7974627522	0.2370835209	-0.2801896156
1.045614584	0.1161793983	-0.8132557879	1.045614584	0.1161793983	-1.742690974	-1.742690974	0.1161793983	0.1161793983	0.1161793983	1.045614584	1.045614584	0.1161793983	-0.8132557879	1.045614584	-0.8132557879	-0.8132557879	1.045614584	0.1161793983	0.1161793983	1.975049771	-1.742690974	-0.8132557879	0.1161793983
0.2622080286	0.7117075062	0.2622080286	-0.187291449	-0.6367909266	-0.6367909266	0.7117075062	1.610706461	1.610706461	1.161206984	1.610706461	0.7117075062	-2.434788837	-0.6367909266	-0.6367909266	-0.6367909266	0.2622080286	-0.187291449	-0.6367909266	-0.6367909266	0.7117075062	-1.535789882	-0.6367909266	-0.187291449
